Production Budget,Worldwide Gross,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
85000000.0,345114933.0,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5,215057466.5
85000000.0,44650003.0,98.0,178.0,102.0,551.0,12000.0,44606335.0,169023.0,23950.0,0.0,703.0,90000000.0,1998.0,11000.0,71.0,185.0,10000.0
85000000.0,113026383.0,91.0,82.0,62.0,615.0,975.0,43575716.0,10233.0,3326.0,0.0,63.0,85000000.0,2010.0,760.0,43.0,185.0,0.0
85000000.0,78353508.0,135.0,108.0,99.0,172.0,672.0,40048332.0,61417.0,1460.0,1.0,339.0,85000000.0,2002.0,174.0,55.0,185.0,941.0
85000000.0,78948765.0,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5,81974382.5
85000000.0,113487912.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0,99243956.0
85000000.0,83080084.0,377.0,162.0,21000.0,495.0,21000.0,33048353.0,301279.0,36928.0,0.0,589.0,65000000.0,2007.0,15000.0,77.0,235.0,12000.0
85000000.0,48056764.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0,66528382.0
85000000.0,74132631.0,149.0,135.0,36.0,106.0,894.0,31111260.0,77029.0,1439.0,0.0,466.0,60000000.0,2003.0,345.0,54.0,235.0,0.0
85000000.0,35681080.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0,60340540.0
84000000.0,276294164.0,138.0,86.0,67.0,271.0,4000.0,153288182.0,71424.0,6355.0,3.0,521.0,84000000.0,2002.0,2000.0,49.0,185.0,0.0
84000000.0,166307945.0,94.0,109.0,88.0,571.0,611.0,123307945.0,39391.0,2818.0,1.0,171.0,65000000.0,2000.0,592.0,43.0,185.0,374.0
84000000.0,137162560.0,234.0,116.0,23.0,110.0,13000.0,53215979.0,125036.0,25220.0,7.0,205.0,84000000.0,2013.0,12000.0,67.0,235.0,22000.0
82500000.0,237685089.0,173.0,107.0,153.0,233.0,11000.0,137340146.0,246492.0,12700.0,1.0,685.0,70000000.0,2006.0,1000.0,64.0,185.0,7000.0
82500000.0,143985708.0,120.0,97.0,56.0,852.0,12000.0,82506325.0,27838.0,23907.0,0.0,102.0,18180427.05882353,2006.0,8000.0,64.0,185.0,0.0
82500000.0,222640812.0,238.0,88.0,218.0,521.0,17000.0,80170146.0,243053.0,21863.0,0.0,488.0,85000000.0,2008.0,4000.0,61.0,235.0,0.0
82500000.0,160388063.0,345.0,120.0,0.0,160.0,3000.0,75754670.0,208422.0,3632.0,0.0,342.0,85000000.0,2008.0,169.0,70.0,185.0,3000.0
82000000.0,190320568.0,134.0,113.0,88.0,421.0,11000.0,158115031.0,130070.0,13693.0,11.0,316.0,82000000.0,2005.0,437.0,64.0,235.0,0.0
82000000.0,268268174.0,424.0,113.0,13000.0,5000.0,26000.0,102981571.0,270226.0,46355.0,9.0,741.0,80000000.0,2010.0,13000.0,65.0,235.0,57000.0
82000000.0,96024898.0,170.0,123.0,55.0,956.0,3000.0,34543701.0,100001.0,5839.0,1.0,289.0,82000000.0,2000.0,975.0,59.0,235.0,0.0
81000000.0,484468608.0,191.0,101.0,293.0,1000.0,11000.0,242589580.0,296904.0,21276.0,1.0,604.0,81000000.0,2003.0,7000.0,67.0,185.0,0.0
80000000.0,677923379.0,673.0,142.0,378.0,575.0,34000.0,407999255.0,701607.0,49942.0,0.0,1959.0,78000000.0,2012.0,14000.0,73.0,235.0,140000.0
80000000.0,586464305.0,383.0,102.0,480.0,461.0,14000.0,254455986.0,375879.0,16143.0,0.0,402.0,80000000.0,2011.0,670.0,65.0,235.0,56000.0
80000000.0,457697994.0,154.0,110.0,0.0,898.0,10000.0,180965237.0,300542.0,12760.0,0.0,378.0,80000000.0,1996.0,1000.0,71.0,235.0,0.0
80000000.0,310940997.0,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5,195470498.5
80000000.0,470751398.0,152.0,89.0,266.0,859.0,12000.0,169692572.0,56501.0,26839.0,0.0,97.0,80000000.0,2015.0,11000.0,67.0,185.0,16000.0
80000000.0,266824291.0,153.0,126.0,13000.0,390.0,920.0,162831698.0,215255.0,2899.0,0.0,610.0,80000000.0,1992.0,811.0,70.0,185.0,0.0
80000000.0,343397247.0,166.0,83.0,12.0,925.0,13000.0,155019340.0,127345.0,22813.0,1.0,250.0,80000000.0,2006.0,7000.0,68.0,185.0,0.0
80000000.0,245800000.0,180.0,85.0,255.0,443.0,1000.0,145771527.0,117212.0,3112.0,0.0,367.0,80000000.0,2002.0,533.0,72.0,166.0,0.0
80000000.0,349464664.0,125.0,120.0,75.0,3000.0,11000.0,140459099.0,135601.0,22750.0,0.0,493.0,75000000.0,1998.0,4000.0,61.0,235.0,0.0
80000000.0,247023808.0,139.0,101.0,221.0,11000.0,12000.0,133668525.0,107817.0,39269.0,4.0,255.0,80000000.0,2013.0,11000.0,54.0,185.0,14000.0
80000000.0,349088523.0,91.0,87.0,31.0,733.0,1000.0,133103929.0,22838.0,4073.0,0.0,56.0,75000000.0,2011.0,1000.0,44.0,185.0,0.0
80000000.0,226739416.0,265.0,110.0,88.0,11000.0,13000.0,130313314.0,168172.0,44798.0,1.0,380.0,80000000.0,2008.0,12000.0,65.0,185.0,0.0
80000000.0,260700012.0,163.0,91.0,77.0,208.0,1000.0,128200012.0,103022.0,1804.0,1.0,269.0,75000000.0,2005.0,311.0,63.0,185.0,0.0
80000000.0,299461782.0,490.0,138.0,17000.0,163.0,29000.0,127968405.0,786092.0,29585.0,0.0,964.0,80000000.0,2010.0,223.0,81.0,235.0,53000.0
80000000.0,266685242.0,145.0,128.0,278.0,343.0,18000.0,124590960.0,91092.0,22679.0,1.0,402.0,80000000.0,2003.0,4000.0,67.0,185.0,0.0
80000000.0,168311558.0,141.0,88.0,91.0,982.0,4000.0,120136047.0,48500.0,9913.0,2.0,124.0,80000000.0,2008.0,3000.0,56.0,185.0,0.0
80000000.0,241200000.0,155.0,138.0,610.0,805.0,12000.0,112225777.0,283967.0,17087.0,0.0,535.0,80000000.0,1997.0,1000.0,73.0,235.0,11000.0
80000000.0,221468935.0,144.0,99.0,163.0,495.0,11000.0,109993847.0,72326.0,12831.0,0.0,116.0,80000000.0,2008.0,869.0,61.0,235.0,0.0
80000000.0,183354514.0,226.0,117.0,0.0,818.0,15000.0,104054514.0,200359.0,16828.0,0.0,1009.0,80000000.0,2002.0,1000.0,77.0,235.0,0.0
80000000.0,214974953.0,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5,147487476.5
80000000.0,182782518.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0,131391259.0
80000000.0,178066569.0,215.0,118.0,154.0,915.0,3000.0,101111837.0,150764.0,5637.0,3.0,318.0,80000000.0,2008.0,982.0,66.0,235.0,0.0
80000000.0,224117573.0,139.0,123.0,165.0,744.0,12000.0,101087161.0,225282.0,15362.0,6.0,339.0,75000000.0,1997.0,878.0,68.0,235.0,0.0
80000000.0,204774690.0,143.0,80.0,40.0,375.0,3000.0,100169068.0,16385.0,4394.0,0.0,100.0,80000000.0,2010.0,642.0,46.0,185.0,0.0
80000000.0,165173909.0,198.0,154.0,333.0,16000.0,22000.0,95632614.0,118483.0,61110.0,3.0,674.0,79000000.0,2003.0,20000.0,72.0,235.0,0.0
80000000.0,158750817.0,325.0,118.0,117.0,10000.0,18000.0,94822707.0,227072.0,44797.0,0.0,560.0,80000000.0,2010.0,15000.0,69.0,235.0,20000.0
80000000.0,177993801.0,53.0,90.0,10.0,159.0,49000.0,92969824.0,63625.0,50005.0,1.0,64.0,80000000.0,1997.0,570.0,52.0,185.0,0.0
80000000.0,180188905.0,167.0,113.0,101.0,913.0,14000.0,91188905.0,58184.0,17786.0,0.0,805.0,80000000.0,1999.0,960.0,49.0,235.0,0.0
80000000.0,250200000.0,46.0,88.0,30.0,366.0,13000.0,90443603.0,112167.0,15001.0,1.0,123.0,80000000.0,1996.0,967.0,63.0,177.0,0.0
80000000.0,210253368.0,406.0,134.0,452.0,697.0,11000.0,85707116.0,303185.0,20411.0,4.0,701.0,68000000.0,2014.0,8000.0,76.0,235.0,82000.0
80000000.0,158926474.0,147.0,93.0,189.0,38.0,1000.0,82226474.0,65499.0,1267.0,0.0,424.0,65000000.0,2006.0,177.0,56.0,185.0,0.0
80000000.0,170805525.0,178.0,102.0,153.0,269.0,3000.0,80360866.0,44662.0,5392.0,1.0,127.0,80000000.0,2011.0,1000.0,52.0,235.0,0.0
80000000.0,233066978.0,276.0,104.0,301.0,71.0,18000.0,79363785.0,139423.0,22194.0,0.0,698.0,80000000.0,2008.0,4000.0,55.0,235.0,0.0
80000000.0,142783718.0,80.0,135.0,503.0,67.0,8000.0,76081498.0,76099.0,8355.0,1.0,162.0,75000000.0,1997.0,137.0,67.0,235.0,0.0
80000000.0,164800000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0,122400000.0
80000000.0,106515310.0,106.0,83.0,21.0,495.0,13000.0,73215310.0,44143.0,14261.0,0.0,216.0,80000000.0,2002.0,503.0,70.0,235.0,4000.0
80000000.0,147080413.0,166.0,99.0,57.0,820.0,20000.0,69772969.0,155532.0,25942.0,4.0,543.0,80000000.0,2001.0,3000.0,65.0,235.0,0.0
80000000.0,136047317.0,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5,108023658.5
80000000.0,96148711.0,209.0,129.0,438.0,502.0,18000.0,65948711.0,86422.0,20056.0,1.0,363.0,80000000.0,2004.0,1000.0,66.0,185.0,0.0
80000000.0,181038616.0,19.0,117.0,69.0,87.0,898.0,821997.0,666.0,1753.0,0.0,40.0,15403951.88235294,1997.0,577.0,70.0,185.0,91.0
80000000.0,131159306.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0,105579653.0
80000000.0,60507228.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0,70253614.0
80000000.0,98983590.0,124.0,96.0,25.0,102.0,891.0,56684819.0,103787.0,1919.0,0.0,615.0,80000000.0,2002.0,639.0,59.0,235.0,3000.0
80000000.0,71485043.0,121.0,113.0,25.0,129.0,49000.0,55350897.0,83560.0,49631.0,1.0,619.0,85000000.0,1998.0,448.0,70.0,235.0,32000.0
80000000.0,50632037.0,35.0,114.0,31.0,372.0,9000.0,50628009.0,22955.0,10731.0,0.0,88.0,90000000.0,1998.0,496.0,56.0,185.0,0.0
80000000.0,141475336.0,137.0,129.0,258.0,163.0,2000.0,45356386.0,71574.0,2864.0,1.0,244.0,75000000.0,2005.0,277.0,59.0,235.0,951.0
80000000.0,58270391.0,87.0,90.0,65.0,658.0,11000.0,39442871.0,80639.0,25190.0,0.0,237.0,80000000.0,2000.0,11000.0,53.0,185.0,0.0
80000000.0,119668350.0,258.0,89.0,84.0,1000.0,13000.0,38542418.0,151424.0,18132.0,5.0,252.0,80000000.0,2009.0,1000.0,63.0,235.0,0.0
80000000.0,98341932.0,63.0,81.0,92.0,8.0,23.0,11146614.1875,979.0,54.0,0.0,3.0,11146614.1875,2015.0,21.0,64.0,235.0,257.0
80000000.0,105299638.0,233.0,118.0,0.0,871.0,13000.0,37899638.0,98472.0,27114.0,2.0,492.0,88000000.0,2005.0,13000.0,59.0,185.0,0.0
80000000.0,101371017.0,132.0,106.0,13000.0,733.0,20000.0,37754208.0,172217.0,22590.0,3.0,405.0,70000000.0,1996.0,770.0,63.0,235.0,0.0
80000000.0,99010667.0,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5,89505333.5
80000000.0,130580730.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0,105290365.0
80000000.0,66554547.0,162.0,145.0,79.0,183.0,981.0,34566746.0,45231.0,1825.0,1.0,315.0,80000000.0,2000.0,274.0,73.0,185.0,0.0
80000000.0,158908290.0,61.0,114.0,357.0,366.0,13000.0,32885565.0,53132.0,25126.0,0.0,101.0,80000000.0,1996.0,10000.0,58.0,185.0,0.0
80000000.0,131234406.0,202.0,106.0,42.0,612.0,14000.0,27356090.0,58752.0,16922.0,0.0,117.0,90000000.0,2015.0,788.0,60.0,235.0,21000.0
80000000.0,108469033.0,272.0,105.0,545.0,74.0,795.0,23219748.0,84508.0,1099.0,0.0,308.0,80000000.0,2014.0,172.0,56.0,235.0,20000.0
80000000.0,29725663.0,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5,54862831.5
80000000.0,54540662.0,101.0,91.0,287.0,695.0,3000.0,20950820.0,24183.0,5593.0,4.0,160.0,80000000.0,2003.0,739.0,57.0,235.0,665.0
80000000.0,53508858.0,205.0,118.0,252.0,30.0,529.0,19673424.0,37446.0,619.0,4.0,232.0,80000000.0,2009.0,48.0,58.0,235.0,0.0
80000000.0,26703184.0,123.0,116.0,503.0,982.0,23000.0,19480739.0,53057.0,43887.0,0.0,457.0,80000000.0,2003.0,18000.0,56.0,235.0,0.0
80000000.0,86787530.0,113.0,104.0,63.0,7.0,67.0,19406406.0,7630.0,152.0,0.0,42.0,40000000.0,2009.0,63.0,78.0,235.0,0.0
80000000.0,69131860.0,61.0,97.0,750.0,231.0,1000.0,18318000.0,24868.0,2521.0,0.0,216.0,80000000.0,1998.0,971.0,58.0,185.0,964.0
80000000.0,20841123.0,79.0,177.0,0.0,582.0,766.0,17593391.0,56403.0,4346.0,1.0,376.0,80000000.0,1997.0,674.0,60.0,235.0,0.0
80000000.0,33463969.0,145.0,106.0,14.0,0.0,2.0,17473245.0,47612.0,2.0,1.0,348.0,70000000.0,2000.0,0.0,57.0,235.0,995.0
80000000.0,113325743.0,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5,96662871.5
80000000.0,40147042.0,232.0,99.0,101.0,327.0,1000.0,15071514.0,65037.0,2323.0,2.0,273.0,80000000.0,2007.0,422.0,59.0,185.0,0.0
80000000.0,9103630.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0,44551815.0
80000000.0,6300451.0,113.0,102.0,0.0,212.0,1000.0,1891821.0,16474.0,1890.0,0.0,301.0,52000000.0,2005.0,307.0,42.0,235.0,785.0
80000000.0,4582848.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0,42291424.0
79300000.0,987480140.0,186.0,73.0,28.0,847.0,2000.0,422783777.0,644348.0,6458.0,0.0,656.0,45000000.0,1994.0,886.0,85.0,166.0,17000.0
79000000.0,318146162.0,178.0,94.0,62.0,722.0,14000.0,103812241.0,67296.0,27842.0,3.0,133.0,79000000.0,2012.0,12000.0,58.0,185.0,0.0
79000000.0,150519217.0,156.0,91.0,221.0,553.0,14000.0,74158157.0,60370.0,27405.0,2.0,264.0,79000000.0,2011.0,11000.0,34.0,185.0,0.0
78000000.0,317668058.0,205.0,135.0,2000.0,535.0,1000.0,170708996.0,610568.0,2827.0,0.0,1171.0,58000000.0,2001.0,592.0,82.0,185.0,29000.0
78000000.0,274392649.0,169.0,95.0,18.0,18.0,622.0,119793567.0,64387.0,848.0,0.0,85.0,78000000.0,2013.0,161.0,65.0,235.0,15000.0
78000000.0,206455420.0,210.0,124.0,420.0,876.0,22000.0,92930005.0,204063.0,35867.0,0.0,764.0,78000000.0,2002.0,12000.0,72.0,235.0,0.0
78000000.0,108086731.0,140.0,136.0,394.0,1000.0,24000.0,67286731.0,67856.0,36925.0,1.0,345.0,100000000.0,2004.0,10000.0,67.0,235.0,0.0
78000000.0,179265204.0,202.0,110.0,45.0,845.0,1000.0,66462600.0,141533.0,4714.0,3.0,786.0,78000000.0,2003.0,872.0,58.0,235.0,0.0
78000000.0,43957541.0,167.0,125.0,212.0,394.0,613.0,41814863.0,28635.0,1970.0,0.0,308.0,50000000.0,2004.0,422.0,51.0,20.0,893.0
77600000.0,60680125.0,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5,69140062.5
77500000.0,103529508.0,119.0,108.0,54.0,6000.0,12000.0,1339152.0,28276.0,30230.0,1.0,64.0,81200000.0,2015.0,11000.0,78.0,235.0,31000.0
76000000.0,975216835.0,306.0,98.0,275.0,1000.0,7000.0,368049635.0,286877.0,11905.0,0.0,284.0,76000000.0,2013.0,2000.0,75.0,185.0,56000.0
76000000.0,236410607.0,150.0,107.0,309.0,771.0,23000.0,127083765.0,191912.0,25296.0,5.0,370.0,76000000.0,2003.0,787.0,59.0,235.0,0.0
76000000.0,69845011.0,372.0,109.0,0.0,18.0,16000.0,35286428.0,361767.0,16479.0,0.0,1206.0,76000000.0,2006.0,430.0,79.0,185.0,17000.0
76000000.0,35129610.0,49.0,92.0,5.0,924.0,22000.0,26000610.0,16611.0,28050.0,0.0,197.0,76000000.0,2000.0,1000.0,41.0,185.0,413.0
75000000.0,875958307.0,165.0,87.0,11.0,745.0,1000.0,323505540.0,24407.0,4782.0,0.0,155.0,75000000.0,2016.0,904.0,68.0,185.0,36000.0
75000000.0,817400878.0,185.0,154.0,776.0,933.0,10000.0,306124059.0,430055.0,16785.0,0.0,856.0,75000000.0,1996.0,2000.0,69.0,235.0,16000.0
75000000.0,634330493.0,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5,354665246.5
75000000.0,1028912617.0,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5,551956308.5
75000000.0,618638999.0,177.0,129.0,14000.0,227.0,610.0,229074524.0,278362.0,1635.0,0.0,552.0,73000000.0,1997.0,506.0,65.0,185.0,0.0
75000000.0,651899282.0,164.0,115.0,107.0,241.0,835.0,195329763.0,194249.0,1815.0,0.0,253.0,80000000.0,2006.0,590.0,69.0,185.0,0.0
75000000.0,556559566.0,181.0,86.0,35.0,179.0,851.0,193136719.0,266636.0,1777.0,0.0,385.0,75000000.0,2005.0,436.0,69.0,185.0,0.0
75000000.0,272223430.0,179.0,102.0,221.0,4000.0,12000.0,162001186.0,181443.0,28497.0,4.0,311.0,80000000.0,2010.0,11000.0,60.0,185.0,12000.0
75000000.0,371917043.0,143.0,90.0,10.0,11000.0,22000.0,160762022.0,132415.0,63165.0,0.0,288.0,75000000.0,2004.0,17000.0,60.0,185.0,0.0
75000000.0,296872367.0,290.0,104.0,0.0,505.0,20000.0,157299717.0,452928.0,21397.0,0.0,1401.0,75000000.0,2000.0,764.0,74.0,235.0,0.0
75000000.0,342416460.0,316.0,110.0,335.0,988.0,11000.0,134568845.0,299852.0,25763.0,0.0,713.0,75000000.0,2008.0,11000.0,67.0,235.0,0.0
75000000.0,336069511.0,122.0,136.0,0.0,904.0,12000.0,134006721.0,259492.0,15999.0,1.0,415.0,75000000.0,1996.0,2000.0,74.0,235.0,51000.0
75000000.0,196320329.0,147.0,99.0,88.0,328.0,11000.0,120776832.0,266103.0,12952.0,2.0,456.0,75000000.0,2004.0,427.0,68.0,235.0,11000.0
75000000.0,203035572.0,219.0,117.0,163.0,260.0,719.0,118823091.0,98693.0,1673.0,9.0,401.0,75000000.0,2007.0,339.0,67.0,235.0,0.0
75000000.0,342769200.0,384.0,125.0,255.0,963.0,11000.0,117698894.0,447979.0,13312.0,6.0,629.0,75000000.0,2013.0,988.0,73.0,235.0,105000.0
75000000.0,155708695.0,241.0,130.0,386.0,525.0,912.0,103338338.0,55901.0,2856.0,0.0,503.0,70000000.0,2006.0,549.0,65.0,235.0,0.0
75000000.0,97387965.0,70.0,110.0,16.0,692.0,2000.0,97360069.0,36491.0,5320.0,0.0,231.0,75000000.0,1999.0,710.0,41.0,185.0,509.0
75000000.0,211562435.0,284.0,110.0,763.0,222.0,15000.0,83503161.0,138190.0,16691.0,1.0,405.0,75000000.0,2011.0,1000.0,61.0,185.0,30000.0
75000000.0,218673959.0,151.0,128.0,14000.0,232.0,15000.0,77032279.0,303864.0,16199.0,0.0,596.0,60000000.0,2004.0,466.0,73.0,185.0,16000.0
75000000.0,221594911.0,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5,148297455.5
75000000.0,141267370.0,190.0,91.0,27.0,925.0,12000.0,73661010.0,71137.0,17299.0,0.0,229.0,75000000.0,2006.0,970.0,66.0,235.0,0.0
75000000.0,213500000.0,134.0,124.0,258.0,748.0,867.0,68473360.0,49536.0,3424.0,0.0,379.0,75000000.0,2000.0,826.0,59.0,185.0,0.0
75000000.0,119512771.0,269.0,102.0,0.0,15000.0,22000.0,66636385.0,88451.0,60646.0,1.0,289.0,75000000.0,2007.0,15000.0,71.0,185.0,0.0
75000000.0,73521587.0,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5,74260793.5
75000000.0,94944017.0,161.0,118.0,473.0,680.0,12000.0,55808744.0,59435.0,15889.0,4.0,323.0,53000000.0,2005.0,1000.0,57.0,24.0,0.0
75000000.0,131492772.0,298.0,163.0,14000.0,412.0,745.0,47379090.0,176936.0,2529.0,0.0,824.0,70000000.0,2005.0,486.0,76.0,235.0,0.0
75000000.0,95572749.0,140.0,100.0,126.0,925.0,19000.0,47000485.0,72867.0,25206.0,2.0,120.0,75000000.0,2010.0,1000.0,54.0,235.0,0.0
75000000.0,105445109.0,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5,90222554.5
75000000.0,85632458.0,89.0,142.0,845.0,787.0,13000.0,43426961.0,93494.0,16580.0,1.0,394.0,70000000.0,2003.0,1000.0,66.0,235.0,0.0
75000000.0,72785169.0,284.0,110.0,0.0,559.0,3000.0,42272747.0,78635.0,5609.0,1.0,1040.0,70000000.0,2006.0,579.0,56.0,185.0,0.0
75000000.0,54344321.0,124.0,131.0,274.0,138.0,11000.0,42044321.0,65668.0,12522.0,2.0,342.0,80000000.0,2004.0,964.0,65.0,185.0,0.0
75000000.0,71523271.0,132.0,123.0,272.0,193.0,13000.0,41523271.0,57038.0,13934.0,2.0,261.0,80000000.0,2001.0,450.0,66.0,235.0,0.0
75000000.0,39251128.0,91.0,148.0,72.0,99.0,582.0,39251128.0,31080.0,804.0,2.0,217.0,75000000.0,1999.0,103.0,67.0,235.0,0.0
75000000.0,127361412.0,53.0,134.0,109.0,249.0,919.0,37600435.0,55350.0,1695.0,3.0,180.0,55000000.0,1995.0,303.0,59.0,185.0,0.0
75000000.0,89758389.0,435.0,128.0,0.0,826.0,4000.0,36381716.0,197584.0,7067.0,4.0,918.0,82000000.0,2011.0,2000.0,61.0,235.0,42000.0
75000000.0,77636443.0,152.0,113.0,17.0,759.0,87000.0,34636443.0,93790.0,103354.0,0.0,288.0,52000000.0,2005.0,13000.0,66.0,235.0,0.0
75000000.0,219572877.0,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5,147286438.5
75000000.0,50409753.0,132.0,116.0,41.0,541.0,11000.0,30013346.0,31293.0,14028.0,2.0,254.0,75000000.0,2003.0,982.0,53.0,235.0,648.0
75000000.0,36751979.0,131.0,94.0,383.0,886.0,13000.0,22751979.0,52244.0,15857.0,0.0,377.0,75000000.0,2000.0,1000.0,66.0,235.0,0.0
75000000.0,34009180.0,114.0,113.0,212.0,568.0,2000.0,21009180.0,45815.0,4397.0,4.0,222.0,45000000.0,2004.0,845.0,61.0,235.0,1000.0
75000000.0,14623082.0,67.0,99.0,545.0,533.0,933.0,14567883.0,44248.0,2542.0,1.0,373.0,75000000.0,1998.0,722.0,60.0,235.0,0.0
75000000.0,30626690.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0,52813345.0
75000000.0,5409517.0,74.0,93.0,253.0,637.0,3000.0,5409517.0,14280.0,5580.0,0.0,171.0,75000000.0,2001.0,889.0,47.0,185.0,683.0
74000000.0,1167245366.0,308.0,91.0,22.0,1000.0,7000.0,336029560.0,142403.0,13616.0,0.0,275.0,74000000.0,2015.0,4000.0,64.0,185.0,70000.0
74000000.0,311594032.0,147.0,92.0,5.0,726.0,870.0,162495848.0,34359.0,5217.0,0.0,133.0,74000000.0,2015.0,861.0,60.0,185.0,16000.0
73243106.0,248099143.0,294.0,106.0,0.0,963.0,18000.0,94999143.0,245152.0,33645.0,0.0,1344.0,75000000.0,2000.0,13000.0,72.0,235.0,0.0
73000000.0,162870525.0,164.0,122.0,285.0,989.0,8000.0,148213377.0,130776.0,12410.0,5.0,437.0,73000000.0,2006.0,1000.0,66.0,235.0,0.0
73000000.0,352829528.0,141.0,97.0,6.0,415.0,22000.0,107225164.0,27130.0,24350.0,0.0,126.0,73000000.0,2016.0,1000.0,63.0,185.0,14000.0
73000000.0,103891409.0,117.0,98.0,0.0,697.0,12000.0,55585389.0,64121.0,15269.0,1.0,241.0,69000000.0,1998.0,854.0,59.0,235.0,880.0
73000000.0,50168294.0,108.0,134.0,272.0,215.0,548.0,36976367.0,81611.0,1044.0,3.0,274.0,75000000.0,1998.0,270.0,60.0,235.0,0.0
